Date,Team,Opp,BO,Pos,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
"<a href=""wins.aspx?date=2016-06-03&team=Indians&dh=0"">2016-06-03</a>",CLE,KCR,5,LF,1,4,4,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0.5
"<a href=""wins.aspx?date=2016-06-02&team=Indians&dh=0"">2016-06-02</a>",CLE,KCR,5,3B,1,4,4,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5
"<a href=""wins.aspx?date=2016-06-01&team=Indians&dh=0"">2016-06-01</a>",CLE,TEX,6,LF-3B,1,4,5,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5
"<a href=""wins.aspx?date=2016-05-31&team=Indians&dh=0"">2016-05-31</a>",CLE,TEX,5,3B,1,4,4,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5
"<a href=""wins.aspx?date=2016-05-30&team=Indians&dh=0"">2016-05-30</a>",CLE,TEX,6,LF-2B,1,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-05-29&team=Indians&dh=0"">2016-05-29</a>",CLE,BAL,5,LF-3B,1,2,4,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-28&team=Indians&dh=0"">2016-05-28</a>",CLE,BAL,5,LF,1,3,5,1,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0.333
"<a href=""wins.aspx?date=2016-05-27&team=Indians&dh=0"">2016-05-27</a>",CLE,BAL,5,LF,1,4,4,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"<a href=""wins.aspx?date=2016-05-25&team=Indians&dh=0"">2016-05-25</a>",CLE,@CHW,3,SS,1,3,4,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-05-24&team=Indians&dh=0"">2016-05-24</a>",CLE,@CHW,2,2B,1,3,5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0
"<a href=""wins.aspx?date=2016-05-23&team=Indians&dh=2"">2016-05-23</a>",CLE,@CHW,5,LF,1,4,4,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-05-23&team=Indians&dh=1"">2016-05-23</a>",CLE,@CHW,5,3B,1,4,4,1,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-05-22&team=Indians&dh=0"">2016-05-22</a>",CLE,@BOS,5,LF,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-05-21&team=Indians&dh=0"">2016-05-21</a>",CLE,@BOS,2,2B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-20&team=Indians&dh=0"">2016-05-20</a>",CLE,@BOS,5,LF,1,3,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-19&team=Indians&dh=0"">2016-05-19</a>",CLE,@CIN,5,LF,1,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-18&team=Indians&dh=0"">2016-05-18</a>",CLE,@CIN,5,LF-3B,1,6,6,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-05-17&team=Indians&dh=0"">2016-05-17</a>",CLE,CIN,5,3B,1,5,6,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0.2
"<a href=""wins.aspx?date=2016-05-16&team=Indians&dh=0"">2016-05-16</a>",CLE,CIN,7,LF-SS,1,4,5,2,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0.5
"<a href=""wins.aspx?date=2016-05-15&team=Indians&dh=0"">2016-05-15</a>",CLE,MIN,5,LF,1,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"<a href=""wins.aspx?date=2016-05-14&team=Indians&dh=0"">2016-05-14</a>",CLE,MIN,5,3B,1,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-05-13&team=Indians&dh=0"">2016-05-13</a>",CLE,MIN,5,LF,1,2,4,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0.5
"<a href=""wins.aspx?date=2016-05-11&team=Indians&dh=0"">2016-05-11</a>",CLE,@HOU,9,PR-3B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-10&team=Indians&dh=0"">2016-05-10</a>",CLE,@HOU,6,LF,1,2,4,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.5
"<a href=""wins.aspx?date=2016-05-09&team=Indians&dh=0"">2016-05-09</a>",CLE,@HOU,6,3B,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-05-08&team=Indians&dh=0"">2016-05-08</a>",CLE,KCR,9,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-07&team=Indians&dh=0"">2016-05-07</a>",CLE,KCR,8,LF-2B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-06&team=Indians&dh=0"">2016-05-06</a>",CLE,KCR,9,3B,1,3,4,3,1,2,0,0,0,5,1,0,0,0,0,0,0,0,0,1
"<a href=""wins.aspx?date=2016-05-05&team=Indians&dh=0"">2016-05-05</a>",CLE,DET,7,PR-3B,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-03&team=Indians&dh=0"">2016-05-03</a>",CLE,DET,8,3B,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-05-01&team=Indians&dh=0"">2016-05-01</a>",CLE,@PHI,1,3B,1,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
